Overall rank,Country or region,Year,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
136,Benin,2018,4.141,-1.3206896335733325,-2.798352887958547,-1.669693488481521,0.10567604660727435,-0.20631049098366516,-0.4679873127606536
95,Bhutan,2019,5.082,-0.21651489973256902,0.3667910132771286,-0.22707343659730134,0.2148087863278708,1.936902754904871,0.5830639511417653
97,Bhutan,2018,5.082,-0.2596665559976101,0.41348439011306065,-0.5322430629574246,0.7540529120061116,1.874780631835638,0.6251060016978621
61,Bolivia,2019,5.779,-0.31043321042707056,-0.006756001410326925,0.1771772372823426,0.5614657242638826,-0.4755063576170078,-0.49951885067772617
62,Bolivia,2018,5.752,-0.3738915284638961,0.03993737542560511,-0.6075446590722603,1.1713251521142738,-0.43409160890418613,-0.6046239770679681
78,Bosnia and Herzegovina,2019,5.386,0.11854501950186958,0.003249722197372426,0.7280678614908771,-1.3579865802336648,0.8290582268368838,-1.109128583741129
93,Bosnia and Herzegovina,2018,5.129,0.04239503785767921,-0.4436725989465477,0.3832658161229456,-0.9214556213512792,0.34243492946122567,-1.1721916595752742
148,Botswana,2019,3.488,0.36222496076327937,-0.22021143837458765,-0.4886474020488355,0.20196964047838883,-1.6351193215760227,-0.12114039567285537
146,Botswana,2018,3.59,0.3013049754479269,-0.12348944350015738,-0.9681996720433154,0.8567660788019671,-1.4591066395465293,-0.20522449678504895
32,Brazil,2019,6.3,0.26830665006877785,0.7603494751799843,0.557648459757302,-0.21530259962977363,-0.8689464703888164,-0.2682875726191941
28,Brazil,2018,6.419,0.22261666108226347,0.877082917269814,0.0543167383581374,0.4459134116185452,-0.7550559114285561,-0.24726654734114573
97,Bulgaria,2019,5.011,0.4916799295584038,1.00715732416991,0.6091706044674523,-0.7224488606843097,-1.0553128395965152,-1.1301496090191774
100,Bulgaria,2018,4.933,0.39522328614242896,1.0138278065750432,0.20095668868702757,-0.4143093602967436,-1.2313255216260086,-1.0775970458240567
115,Burkina Faso,2019,4.587,-1.4399912714825642,-0.5170479054030124,-1.1148396223722057,-1.0819449444698035,-0.061358870488788464,0.015496268634459064
121,Burkina Faso,2018,4.424,-1.4831429277476058,-0.3803030160977832,-1.6142081018705894,-0.7160292877595686,-0.08206624484519946,0.17315395821982188
145,Burundi,2019,3.775,-2.163416097102375,-2.548209797766054,-1.1148396223722057,-1.306629996835737,-0.07171255766699396,0.7197006154490796
156,Burundi,2018,2.905,-2.049191124636089,-1.9478663813040715,-2.046201469055699,-2.301663800170586,-0.35126211147854214,-0.37339269900943595
109,Cambodia,2019,4.7,-0.8231764201646207,-0.29692198603361847,-0.09628645387153403,1.1905838708884966,0.5080939243125137,-0.5205398759557746
120,Cambodia,2018,4.433,-0.8866347382014459,-0.410320186920882,-0.8096699960120822,1.74908671534096,0.7565824165894454,-0.489008338038702
96,Cameroon,2019,5.044,-0.8866347382014459,-1.0039931209777317,-1.309038475510466,-0.27307875595244235,0.04217800129326652,-0.7833026919313792
99,Cameroon,2018,4.975,-0.9221713963020682,-1.0673627038264966,-1.899561518726809,0.19555006755364787,0.0007632525804445292,-0.7202396160972342
9,Canada,2019,7.278,1.1846447625205379,0.9804753945493775,1.4969367902423567,1.0300945477699726,1.0568393447574043,2.0650462332441757
7,Canada,2018,7.328,1.0958031172689824,1.0705269070186754,0.9301931984306993,1.473045079577099,1.429572083172802,1.8863675183807644
155,Central African Republic,2019,3.083,-2.214182751531835,-4.039062615313312,-2.2047311450869325,-1.2745321322120322,0.5391549858471298,-0.8043237172094276
155,Central African Republic,2018,3.083,-2.2192594169747815,-4.039062615313312,-2.5812391256611105,-0.7609662982327554,0.3631423038176367,-0.772792179292355
132,Chad,2019,4.35,-1.391762949774577,-1.484267854147318,-1.8599290997190006,-1.6019303513738214,0.156068560253527,-0.35237167373138756
131,Chad,2018,4.301,-1.3714562880027927,-1.0139988445854315,-2.410819723927535,-1.5056367575027068,-0.019944121775966467,-0.5415609012338229
26,Chile,2019,6.444,0.6617482218970959,0.5268825910003242,1.025311004049439,-0.4271485061462255,0.04217800129326652,-0.5836029517899197
25,Chile,2018,6.476,0.5906749056958513,0.40014342530279434,0.581427911161987,0.047899890284605645,0.1457148730753215,-0.5310503885947988
93,China,2019,5.191,0.33176496810560313,-0.2869162624259191,0.9183034727283568,0.6256614535112923,-1.2934476446952416,-0.12114039567285537
86,China,2018,5.246,0.23023165924668254,-0.23021716198228775,0.5457587340549596,1.113548995791605,-1.5937045728632009,-0.08960885775578291
43,Colombia,2019,6.125,0.22007832836079044,0.6636274803055533,0.7122148938877538,0.29826323434950297,-0.8689464703888164,-0.8148342298484519
37,Colombia,2018,6.26,0.15662001032396491,0.7603494751799843,-0.10421293767309568,0.689857182758702,-0.8689464703888164,-0.7622816666533309
142,Comoros,2019,3.973,-1.5846762366065263,-1.5142850249704172,-0.6194343847746028,-1.807356684965532,0.9533024729753498,-0.35237167373138756
103,Congo (Brazzaville),2019,4.812,-0.5718814807387915,-1.374204894462621,-0.6075446590722603,-0.33085491227511105,-0.8068243473195836,-0.19471398414602475
114,Congo (Brazzaville),2018,4.559,-0.5490364862455344,-1.3341820000318223,-1.2614795727010961,0.5807244430381056,-0.9517759678144605,-0.36288218637041175
127,Congo (Kinshasa),2019,4.418,-2.04157612647167,-0.2869162624259191,-1.2059941860901648,-0.9920709235234298,0.3010201807484037,-0.6151344897069922
132,Congo (Kinshasa),2018,4.245,-2.105034444508495,-0.2502286091976872,-1.8123701969096309,-0.7160292877595686,0.1457148730753215,-0.6256450023460165
12,Costa Rica,2019,7.167,0.34445663171296853,0.7670199575851174,1.1957304057830143,0.863185651726708,-0.4030305473695696,-0.19471398414602475
13,Costa Rica,2018,7.072,0.283536646397616,0.8270542992313158,0.617097088269014,1.3382340481575388,-0.4133842345477751,-0.11062988303383116
75,Croatia,2019,5.432,0.6515948910112038,0.18335274713596741,1.0015315526447541,-0.8187424545554242,-0.6618727268247068,-0.9409603815167422
82,Croatia,2018,5.321,0.550061582152283,-0.16684757913352247,0.3000377362065482,-0.2794983288771833,-0.6515190396465013,-0.7622816666533309
49,Cyprus,2019,6.046,0.9257348249302897,0.03993737542560511,1.5088265159446996,-0.11258943283391816,0.07323906282788302,-0.7412606413752825
61,Cyprus,2018,5.762,0.8394315124002075,-0.06679034305652526,0.9817153431408501,-0.0034566931133220864,0.197483308966349,-0.8043237172094276
20,Czech Republic,2019,6.852,0.9409648212591278,0.9204410529031799,1.025311004049439,0.2148087863278708,-1.4176918908337073,-0.7938132045704034
21,Czech Republic,2018,6.711,0.8495848432860996,0.927111535308313,0.7637370385979045,0.7668920578555936,-1.2313255216260086,-0.8148342298484519
2,Denmark,2019,7.6,1.2303347515070522,1.2072717963239046,1.3265173885087815,1.0814511311679003,0.7151676678766233,3.1371185224246427
3,Denmark,2018,7.555,1.1491081044199156,1.2639708967675365,0.8192224252088361,1.6656322673193282,1.0464856575791988,3.1160974971465945
77,Dominican Republic,2019,5.425,0.29622831000498084,0.6336103094824546,0.466493896039343,0.4715917033175091,-0.7239948498939396,-0.11062988303383116
83,Dominican Republic,2018,5.302,0.2124633301963714,0.7670199575851174,-0.18744101758949305,0.9915771102215267,-0.6515190396465013,-0.05807731983871032
50,Ecuador,2019,6.028,0.03478003969326014,0.3367738424540298,0.8192224252088361,0.47801127624225004,-0.5893969165772683,-0.2577770599801699
48,Ecuador,2018,5.973,-0.02360161290061936,0.3968081841002281,0.29607449430576743,0.8503465058772262,-0.7136411627157342,0.0890698571076283
137,Egypt,2019,4.166,0.03731837241473316,-0.5737470058466445,-0.06854376056606824,-1.171818965416177,-1.1070812754875428,-0.4679873127606536
122,Egypt,2018,4.419,-0.03375494378651145,-0.6204403826825765,-0.42919877353712305,-0.7160292877595686,-0.941422280636255,-0.047566807199686124
35,El Salvador,2019,6.253,-0.2647432214405562,0.10330695827436964,0.5061263150471512,0.04148031735986468,-0.9310685934580495,-0.39441372428748434
40,El Salvador,2018,6.167,-0.23428322878287988,0.0666193050461377,-0.08835997006997239,0.24048707802683464,-1.220971834447803,-0.3103296231752908
55,Estonia,2019,5.893,0.8597381741719917,1.0571859422084091,0.8430018766135211,0.4587525574680272,-0.8275317216759946,0.5200008753076201
63,Estonia,2018,5.739,0.7658198634774895,1.0705269070186754,0.3000377362065482,0.8310877871030032,-1.003544403705488,0.6566375396149344
134,Ethiopia,2019,4.286,-1.4272996078751994,-0.5937584530620439,-0.5124268534535205,-0.5106029541678581,0.2699591192137872,-0.12114039567285537
127,Ethiopia,2018,4.35,-1.4983729240764438,-0.8705834728750692,-1.0712439614636167,0.18271092170416595,0.3838496781740477,0.36234318572225716
1,Finland,2019,7.769,1.1211864444837127,1.2539651731598365,1.2868849695009732,1.107129422866864,-0.3098473627657201,2.958439807561232
1,Finland,2018,7.632,1.0323447992321566,1.2706413791726698,0.8430018766135211,1.6527931214698461,0.197483308966349,2.958439807561232
24,France,2019,6.592,1.0805731209401443,0.8704124348646809,1.5207162416470417,0.07999775490831049,-0.7447022242503506,0.7512321533661522
23,France,2018,6.489,1.0018848065744803,0.8504009876492814,0.9777521012400693,0.6192418805865513,-0.879300157567022,0.6776585648929828
104,Gabon,2019,4.799,0.40283828430684776,-0.09347227267705785,-0.3578604193230686,-0.8251620274801651,-1.4487529523683238,-0.5941134644289439
103,Gabon,2018,4.758,0.3495332971559146,-0.1568418555258231,-1.0197218167534658,-0.4335680790709665,-1.5626435113285844,-0.6256450023460165
120,Gambia,2019,4.516,-1.4983729240764438,-0.9072711261033015,-0.9246040111347262,-0.26665918302770136,0.8911803499061168,0.5830639511417653
119,Georgia,2019,4.519,-0.031216611065038428,-1.817791974403975,0.3594863647182606,-0.49776380831837613,-1.4487529523683238,0.5515324132246927
128,Georgia,2018,4.34,-0.11498159087364815,-2.0645998233939014,-0.07250700246684907,-0.31159619350088813,-1.5005213882593513,1.0875685578149261
17,Germany,2019,6.985,1.204951424292322,0.8103780932184825,1.290848211401754,0.4587525574680272,0.8083508524804728,1.6130941897661357
15,Germany,2018,6.965,1.1211864444837127,0.877082917269814,0.7914797319033704,1.0429336936194544,0.9325950986189389,1.7707518793514987
98,Ghana,2019,4.996,-0.7292581094701188,-1.1440732514855279,-0.6947359808894384,-0.27307875595244235,0.6426918576291849,-0.7517711540143066
108,Ghana,2018,4.657,-0.7774864311781062,-1.0506864978136639,-1.285259024105781,0.48443084916699103,0.3010201807484037,-0.8673867930435728
82,Greece,2019,5.287,0.7175915417695025,-0.1835237851463557,1.338407114211124,-2.288824654321104,-1.89396150103116,-0.8148342298484519
79,Greece,2018,5.358,0.6490565582897305,-0.03010268982829331,0.8628180861174253,-1.8779719871376825,-1.89396150103116,-0.70972910345821
27,Guatemala,2019,6.436,-0.24951322511171803,0.19335847074366677,0.33570691331357566,0.7155354744576659,-0.08206624484519946,-0.35237167373138756
30,Guatemala,2018,6.382,-0.29774154681970544,0.19002322954110057,-0.211220468994178,1.1584860062647917,-0.040651496132377465,-0.425945262204557
118,Guinea,2019,4.534,-1.3156129681303863,-1.2741476583856242,-1.1346558318761097,-0.5876378292647494,0.2492517448573762,-0.2682875726191941
140,Guinea,2018,3.964,-1.4069929461034152,-1.3975515828805871,-1.784627503604165,-0.18962430793080975,0.021470626936855527,-0.18420347150700056
147,Haiti,2019,3.597,-1.4602979332543482,-1.7444166679475108,-0.8413759312183289,-2.5520271442354834,2.4442334266369397,-0.01603526928261353
148,Haiti,2018,3.582,-1.4806045950261324,-1.65770039668078,-1.4754946353432608,-2.558446717160224,2.164683872825392,-0.07909834511675871
59,Honduras,2019,5.86,-0.6505697951044552,0.08329551105897019,0.660692749177603,0.5357874325649188,0.6530455448073903,-0.35237167373138756
72,Honduras,2018,5.504,-0.7064131149768617,-0.02009696622059322,-0.15573508238324643,0.2276479321773527,0.1457148730753215,-0.39441372428748434
76,Hong Kong,2019,5.43,1.3699430511880681,0.22004040036419936,1.8258858680071657,0.10567604660727435,0.7772897909458564,1.8443254678246677
76,Hong Kong,2018,5.43,1.2861780713794588,0.2633985359975652,1.4612676131353297,0.6449201722855152,0.6530455448073903,1.8863675183807644
62,Hungary,2019,5.758,0.7683581961989628,0.6636274803055533,0.660692749177603,-1.4414410282552972,-1.0553128395965152,-0.9619814067947905
69,Hungary,2018,5.62,0.6922082145547722,0.6336103094824546,0.2802215267026441,-1.0562666527708395,-1.2623865831606251,-0.9409603815167422
4,Iceland,2019,7.494,1.222719753342633,1.3773690976548,1.4454146455322063,1.0750315582431593,1.771243760053583,0.06804883182957991
4,Iceland,2018,7.495,1.1288014426481314,1.444073921706131,1.0015315526447541,1.6271148297708824,1.7608900728753776,0.2782590846100639
140,India,2019,4.015,-0.363738197578004,-1.4876030953498847,-0.2904853070097946,0.47801127624225004,0.176775934609938,-0.2787980852582182
133,India,2018,4.19,-0.45004151010808674,-1.547637436996083,-0.6986992227902193,0.7412137661566297,-0.11312730637981595,-0.19471398414602475
92,Indonesia,2019,5.192,0.08300836140124755,-0.02676744862572637,-0.0051318901535750095,0.43307426576906327,3.262174713715174,-0.877897305682597
96,Indonesia,2018,5.093,0.0017817143141108575,0.013255445805072518,-0.5520592724613287,0.7347941932318888,3.117223093220297,-0.9830024320728389
117,Iran,2019,4.548,0.511986591330188,-1.2307895227522587,0.49027334744402795,-0.7609662982327554,0.9015340370843223,0.1416224203027493
106,Iran,2018,4.707,0.4079149497497938,-1.467591648134485,0.1177286087706302,0.2276479321773527,1.0257782832227877,0.18366447085884607
126,Iraq,2019,4.437,0.3673016262062254,-0.770526236798072,-0.34597069362072613,-1.171818965416177,-0.36161579865674764,-0.23675603470212153
117,Iraq,2018,4.456,0.283536646397616,-0.8005434076211712,-0.49657388585039713,-0.7673858711574965,-0.36161579865674764,-0.17369295886797634
16,Ireland,2019,7.021,1.5247813471979228,1.140566972272573,1.338407114211124,0.5935635888875874,1.1914372780740756,2.086067258522224
14,Ireland,2018,6.977,1.3953263784027985,1.2406242083495702,0.8509283604150828,1.2226817355122015,1.2846204626779252,2.0440252079661274
13,Israel,2019,7.139,0.9587331503094393,0.8137133344210495,1.4573043712345484,-0.337274485199852,0.8083508524804728,-0.3103296231752908
19,Israel,2018,6.814,1.0221914683462645,1.1605784194879725,0.8786710537205485,0.7026963286081839,1.771243760053583,1.6866677782393051
36,Italy,2019,6.223,1.0044231392959537,0.923776294105746,1.4969367902423567,-1.2360146946635864,-0.25807892687469264,-0.8568762804045487
47,Italy,2018,6.0,0.928273157651763,0.9671344297391111,1.1283552934697403,-0.9150360484265383,-0.4755063576170078,-0.877897305682597
99,Ivory Coast,2019,4.944,-0.8358680837719857,-1.3441877236395219,-1.7013994236877676,-0.45924637076993036,-0.29949367558751466,-0.22624552206309734
107,Ivory Coast,2018,4.671,-0.9069413999732301,-1.1307322866752616,-2.3038121926064528,0.27900451557528044,-0.3823231730131586,-0.08960885775578291
56,Jamaica,2019,5.89,-0.17082491074605463,0.8904238820800803,0.6725824748799455,0.42665469284432234,-0.7861169729631726,-0.877897305682597
56,Jamaica,2018,5.89,-0.2012849034037309,0.9404525001185793,0.12565509257219185,0.9723183914473038,-0.900007531923433,-0.8463657677655244
58,Japan,2019,5.886,1.088188119104563,0.6936446511286528,1.6911356433806177,0.13777391123097918,-1.179557085734981,0.29928010988811227
54,Japan,2018,5.915,1.0044231392959537,0.8370600228390151,1.294811453302535,0.8310877871030032,-1.0760202139529262,0.40438523627835393
101,Jordan,2019,4.906,-0.15559491441721648,0.04660785783073826,0.6091706044674523,-0.2602396101029604,-0.7550559114285561,0.19417498349787027
90,Jordan,2018,5.161,-0.19366990523931182,0.18001750593340046,-0.06458051866528741,0.28542408850002143,-0.5479821678644463,0.23621703405396707
60,Kazakhstan,2019,5.809,0.6972848799977183,0.9904811181570775,0.26833180100030163,-0.08691114113495466,-0.3823231730131586,-0.16318244622895214
60,Kazakhstan,2018,5.79,0.6211348983535276,1.0171630477776101,-0.12006590527621899,0.19555006755364787,-0.36161579865674764,0.0995803697466525
121,Kenya,2019,4.509,-0.9805530488959477,-0.7605205131903723,-0.31822800031526033,0.047899890284605645,1.957610129261282,-0.6151344897069922
124,Kenya,2018,4.41,-1.0287813706039353,-0.543729835023545,-0.8215597217144247,0.5165287137906959,1.750536385697172,-0.5941134644289439
46,Kosovo,2019,6.1,-0.041369941950930515,0.0699545462487039,0.3832658161229456,0.42023511991958135,0.8187045396586783,-1.109128583741129
66,Kosovo,2018,5.662,-0.1099049254307021,0.06328406384357076,-0.3301177260176028,0.15703263000520207,0.9429487857971443,-0.930449868877718
51,Kuwait,2019,6.021,1.5273196799193955,0.36012053087199547,0.581427911161987,0.4459134116185452,-0.4237379217259806,-0.15267193358992795
45,Kuwait,2018,6.083,1.461323029161097,0.3000861892257971,0.0543167383581374,0.8375073600277442,-0.16489574227084317,-0.05807731983871032
86,Kyrgyzstan,2019,5.261,-0.8815580727584998,0.7570142339774174,0.24455234959561667,0.5422070054896597,1.2121446524304866,-0.930449868877718
92,Kyrgyzstan,2018,5.131,-0.9348630599094333,0.6836389275209528,-0.2667058556051096,0.7476333390813706,1.0154245960445827,-0.8043237172094276
105,Laos,2019,4.796,-0.3408932030847468,-0.6037641766697432,-0.43712525733868474,0.7925703495545574,0.8601192883715003,0.5515324132246927
110,Laos,2018,4.623,-0.45257984282955976,-0.590423211859477,-0.8730818664245755,1.2997166106090932,0.48738654995610264,0.6566375396149344
53,Latvia,2019,5.94,0.7328215380983406,0.8470657464467153,0.5972808787651103,-1.0241687881471346,-1.1174349626657483,-0.49951885067772617
53,Latvia,2018,5.933,0.6338265619608925,0.8103780932184825,0.03846377075501409,-0.38863106859777974,-0.941422280636255,-0.4784978253996778
91,Lebanon,2019,5.197,0.2251549938037365,0.04327261662817131,0.6091706044674523,-1.3323082885347008,-0.17524942944904864,-0.8884078183216212
80,Lebanon,2018,5.358,0.16931167393133,-0.10681323748732414,0.49027334744402795,0.5101091408659549,0.3217275551048147,0.2572380593320155
144,Lesotho,2019,3.802,-1.0389347014898271,-0.14016564951298988,-1.9550469053377402,-0.4143093602967436,-0.7861169729631726,-0.19471398414602475
141,Lesotho,2018,3.808,-1.0820863577548687,0.013255445805072518,-2.3077754345072337,-0.0034566931133220864,-0.6929337883593232,0.004985755995434866
141,Liberia,2019,3.975,-2.0948811136226033,-0.9639702265469329,-0.8651553826230138,-0.34369405812459297,0.5184476114907192,-0.825344742487476
149,Liberia,2018,3.495,-2.0872661154581844,-1.1774256635111937,-1.5626859571604388,-0.029134984812285953,0.23889805767917072,-0.8568762804045487
72,Libya,2019,5.525,0.3698399589276987,0.3067566716309303,0.04639025455657574,-0.04839370358650885,-0.5169211063298298,0.4254062615564023
70,Libya,2018,5.566,0.22007832836079044,0.4635130081515596,-0.42919877353712305,0.4651721303927681,-0.6929337883593232,0.38336421100030554
42,Lithuania,2019,6.149,0.8622765068934644,1.0138278065750432,0.6210603301697948,-0.850840319179129,-1.4487529523683238,-0.7307501287362582
50,Lithuania,2018,5.952,0.7582048653130707,1.053850701005842,0.21680965629015087,-0.4720855166194123,-1.6247656343978172,-1.109128583741129
14,Luxembourg,2019,7.09,1.8039979465599547,0.8937591232826473,1.3899292589212748,0.6577593181349971,0.11465381154070502,2.1491303343563692
17,Luxembourg,2018,6.91,1.7202329667513452,1.0305040125878764,0.9301931984306993,1.3382340481575388,0.13536118589711602,2.2016828975514904
89,Macedonia,2018,5.185,0.1540816776024919,0.09330123466667029,0.1177286087706302,-0.18962430793080975,-0.10277361920161046,-0.6256450023460165
143,Madagascar,2019,3.933,-1.5846762366065263,-0.9839816737623324,-0.4212722897355614,-1.7688392474170862,-0.14418836791443215,-0.7412606413752825
143,Madagascar,2018,3.774,-1.6151362292642026,-1.0106636033828649,-1.0276483005550274,-1.3002104239109962,-0.28913998840930916,-0.657176540263089
150,Malawi,2019,3.41,-1.7953578524887872,-2.1713275418760314,-0.659066803782411,0.12493476538149724,0.3631423038176367,-0.23675603470212153
147,Malawi,2018,3.587,-1.808049516096152,-2.2346971247247964,-1.4081195230299868,0.689857182758702,0.2803128063919927,-0.33135064845333917
80,Malaysia,2019,5.339,0.8191248506284233,-0.13349516710785672,0.660692749177603,0.5422070054896597,0.7979971653022673,-0.9199393562386938
35,Malaysia,2018,6.322,0.666824887340042,0.15667081751543482,0.030537286953452435,-0.4335680790709665,1.3260352113907472,-0.5520714138728472
128,Mali,2019,4.39,-1.3029213045230212,-0.3536210864772506,-1.400193039228425,-0.6197356938884542,-0.3098473627657201,-0.6256450023460165
118,Mali,2018,4.447,-1.3409962953451167,0.07328978745127085,-2.0184587757502332,-0.3629527768988159,-0.4547989832605968,-0.5836029517899197
22,Malta,2019,6.726,1.0196531356247918,1.0305040125878764,1.338407114211124,0.9017030892751532,1.9886711907958985,0.4148957489173781
22,Malta,2018,6.627,0.9435031539806011,1.0471802186007089,0.8826342956213293,1.4216884961791714,1.999024877974104,0.3203011351661604
122,Mauritania,2019,4.49,-0.8333297510505128,-0.14683613191812303,-0.682846255187096,-2.295244227245845,-0.7964706601413781,-0.24726654734114573
126,Mauritania,2018,4.356,-0.8663280764296618,0.11331268188206974,-1.4636049096409183,-1.8908111329871644,-0.5065674191516243,-0.19471398414602475
57,Mauritius,2019,5.888,0.5627532457596484,0.6369455506850207,0.5417954921541787,0.47801127624225004,0.33208124228302016,-0.5415609012338229
55,Mauritius,2018,5.891,0.48660326411545773,0.5869169326465224,0.08998591546516484,1.0300945477699726,0.6426918576291849,-0.6466660276240648
23,Mexico,2019,6.595,0.4358366096859973,0.3734614956822618,0.7914797319033704,0.06073903613408758,-1.1277886498439538,-0.40492423692650853
24,Mexico,2018,6.488,0.35460996259886063,0.1366593703000354,0.3951555418252881,0.35603939067217166,-1.179557085734981,-0.17369295886797634
71,Moldova,2019,5.529,-0.5414214880811152,0.390137701695095,0.3079642200081099,-1.146140673717213,-0.019944121775966467,-1.1721916595752742
67,Moldova,2018,5.64,-0.6124948042823598,0.3000861892257971,-0.1636615661848081,-1.2295951217388454,-0.12348099355802117,-1.1721916595752742
83,Mongolia,2019,5.285,0.12616001766628865,1.0671916658161085,0.02261080315189078,-0.6839314231358639,0.5391549858471298,-0.772792179292355
94,Mongolia,2018,5.125,0.039856705136206184,1.0204982889801764,-0.3420074517199453,-0.1832047350060688,0.7255213550548288,-0.8358552551265003
73,Montenegro,2019,5.523,0.3876082879780096,0.5002006613797916,0.8311121509111786,-1.454280174104779,-0.4237379217259806,-0.33135064845333917
81,Montenegro,2018,5.347,0.3013049754479269,0.22671088276933252,0.26833180100030163,-1.0562666527708395,-0.7447022242503506,-0.320840135814315
89,Morocco,2019,5.208,-0.246974892390245,-1.4309039949062528,0.47838362174168547,-0.03555455773702692,-1.5212287626157623,-0.37339269900943595
85,Morocco,2018,5.254,-0.3028182122626515,-1.3808753768677542,0.030537286953452435,0.23406750510209368,-1.6247656343978172,-0.39441372428748434
123,Mozambique,2019,4.466,-1.762359527109638,-0.7505147895826725,-1.0752072033643973,0.4523329845432862,0.1457148730753215,0.2782590846100639
123,Mozambique,2018,4.417,-1.7775895234384758,-1.0306750505982643,-1.9352306958338363,0.689857182758702,0.23889805767917072,0.48846933739054754
131,Myanmar,2019,4.36,-0.47796317004429,-0.10014275508219099,-0.4212722897355614,0.6513397452102562,3.9662254418331466,0.635616514336886
130,Myanmar,2018,4.308,-0.5490364862455344,-0.12348944350015738,-0.9206407692339454,1.0044162560710086,4.297543431535723,0.6986795901710312
113,Namibia,2019,4.639,-0.04898494011534958,0.34010908365659603,-0.7304051579964659,-0.144687297457623,-1.1692033985567756,-0.5836029517899197
119,Namibia,2018,4.441,-0.06167660372271469,0.23338136517446564,-1.174288250883918,0.6128223076618103,-1.3659234549426802,-0.49951885067772617
